member_id,acquisition_channel,health_goal,rebill_day30,rebill_day60,rebill_day90,cancelled,ltv_day90
M01129,quiz,sleep,1,1,1,0,197.79
M01130,paid_social,unknown,0,0,0,1,47.29
M01131,direct_shop,unknown,1,1,1,0,198.74
M01132,quiz,gut,1,1,0,0,148.68
M01133,quiz,energy,1,1,1,0,202.38
M01134,paid_social,unknown,1,1,1,0,202.35
M01135,quiz,gut,1,1,1,0,205.68
M01136,organic_search,unknown,1,0,0,0,98.49
M01137,direct_shop,unknown,1,1,0,0,139.93
M01138,direct_shop,unknown,1,0,0,0,98.75
M01139,direct_shop,unknown,1,1,0,0,150.66
M01140,paid_social,unknown,1,1,1,0,202.1
M01141,quiz,gut,1,0,0,0,100.89
M01142,paid_social,unknown,0,0,0,1,48.5
M01143,direct_shop,unknown,1,1,1,0,205.1
M01144,quiz,gut,1,1,0,0,146.87
M01145,organic_search,unknown,0,0,0,1,49.17
M01146,paid_social,unknown,1,0,0,1,96.74
M01147,paid_social,unknown,1,0,0,0,100.04
M01148,organic_search,unknown,0,0,0,1,54.76
M01149,organic_search,unknown,1,1,0,0,149.55
M01150,paid_social,unknown,1,1,1,0,199.56
M01151,paid_social,unknown,1,0,0,0,94.89
M01152,paid_social,unknown,0,0,0,1,49.13
M01153,paid_social,unknown,1,1,0,0,153.42
M01154,direct_shop,unknown,1,1,1,0,199.21
M01155,paid_social,unknown,1,1,0,0,149.02
M01156,quiz,energy,1,1,0,0,153.29
M01157,organic_search,unknown,1,0,0,1,99.04
M01158,organic_search,unknown,1,0,0,0,103.86
M01159,quiz,sleep,0,0,0,1,46.14
M01160,paid_social,unknown,1,1,1,0,201.99
M01161,quiz,gut,1,0,0,1,104.92
M01162,quiz,gut,0,0,0,1,53.01
M01163,paid_social,unknown,0,0,0,1,44.39
M01164,quiz,gut,1,1,0,0,148.06
M01165,paid_social,unknown,0,0,0,1,49.26
M01166,paid_social,unknown,1,1,1,0,202.99
M01167,direct_shop,unknown,0,0,0,1,46.0
M01168,quiz,gut,1,0,0,1,96.92
M01169,quiz,gut,1,1,1,0,195.14
M01170,direct_shop,unknown,1,1,1,0,197.48
M01171,organic_search,unknown,1,1,0,0,146.22
M01172,direct_shop,unknown,1,1,0,0,154.76
M01173,quiz,gut,0,0,0,1,48.05
M01174,direct_shop,unknown,1,0,0,0,102.05
M01175,direct_shop,unknown,1,1,0,0,150.02
M01176,paid_social,unknown,1,1,0,0,149.98
M01177,quiz,energy,1,0,0,1,98.21
M01178,paid_social,unknown,0,0,0,1,52.3
M01179,direct_shop,unknown,1,1,1,0,200.42
M01180,organic_search,unknown,0,0,0,1,50.28
M01181,quiz,gut,1,1,1,0,198.18
M01182,direct_shop,unknown,1,1,1,0,198.67
M01183,organic_search,unknown,1,1,1,0,201.73
M01184,quiz,gut,1,0,0,1,100.67
M01185,organic_search,unknown,1,1,0,0,150.34
M01186,paid_social,unknown,0,0,0,1,47.73
M01187,quiz,sleep,0,0,0,1,55.82
M01188,quiz,gut,1,1,1,0,198.52
M01189,paid_social,unknown,1,1,0,0,149.88
M01190,quiz,sleep,0,0,0,1,49.43
M01191,direct_shop,unknown,0,0,0,1,55.85
M01192,quiz,gut,1,0,0,1,99.11
M01193,direct_shop,unknown,1,0,0,1,98.83
M01194,quiz,sleep,1,1,0,0,150.32
M01195,organic_search,unknown,0,0,0,1,47.91
M01196,organic_search,unknown,1,0,0,1,100.31
M01197,organic_search,unknown,1,0,0,0,107.09
M01198,paid_social,unknown,0,0,0,1,50.89
M01199,quiz,energy,1,0,0,0,100.77
M01200,paid_social,unknown,0,0,0,1,47.84
M01201,quiz,sleep,1,0,0,0,105.11
M01202,quiz,sleep,1,1,1,0,205.78
M01203,quiz,gut,1,0,0,0,102.54
M01204,direct_shop,unknown,1,1,1,0,201.92
M01205,paid_social,unknown,1,1,1,0,199.26
M01206,paid_social,unknown,1,1,1,0,201.13
M01207,direct_shop,unknown,1,1,1,0,197.45
M01208,quiz,sleep,0,0,0,1,46.61
M01209,organic_search,unknown,0,0,0,1,45.53
M01210,direct_shop,unknown,0,0,0,1,51.22
M01211,direct_shop,unknown,1,0,0,0,95.84
M01212,quiz,gut,0,0,0,1,48.49
M01213,paid_social,unknown,1,0,0,0,99.8
M01214,paid_social,unknown,1,0,0,0,102.97
M01215,quiz,gut,1,1,0,0,148.24
M01216,quiz,gut,1,1,1,0,203.3
M01217,paid_social,unknown,1,1,0,0,152.79
M01218,paid_social,unknown,0,0,0,1,46.78
M01219,quiz,energy,1,1,1,0,203.33
M01220,organic_search,unknown,0,0,0,1,49.14
M01221,quiz,gut,1,1,1,0,198.46
M01222,direct_shop,unknown,1,0,0,0,99.14
M01223,organic_search,unknown,1,1,1,0,199.95
M01224,direct_shop,unknown,1,1,1,0,198.71
M01225,direct_shop,unknown,1,1,0,0,147.45
M01226,direct_shop,unknown,1,0,0,0,97.73
M01227,quiz,energy,1,0,0,1,100.4
M01228,organic_search,unknown,1,1,0,0,149.49
M01229,direct_shop,unknown,1,1,0,0,151.55
M01230,organic_search,unknown,1,0,0,0,100.14
M01231,quiz,energy,0,0,0,1,50.22
M01232,quiz,energy,0,0,0,1,51.77
M01233,quiz,sleep,0,0,0,1,54.25
M01234,paid_social,unknown,1,0,0,0,104.36
M01235,direct_shop,unknown,1,1,0,0,153.99
M01236,organic_search,unknown,0,0,0,1,52.6
M01237,direct_shop,unknown,0,0,0,1,56.25
M01238,organic_search,unknown,1,1,1,0,201.27
M01239,quiz,gut,0,0,0,1,50.97
M01240,organic_search,unknown,0,0,0,1,56.72
M01241,paid_social,unknown,1,1,1,0,191.78
M01242,paid_social,unknown,1,0,0,0,99.34
M01243,paid_social,unknown,1,1,1,0,203.72
M01244,paid_social,unknown,0,0,0,1,52.93
M01245,direct_shop,unknown,1,1,1,0,207.66
M01246,quiz,gut,0,0,0,1,50.31
M01247,quiz,gut,1,0,0,1,98.69
M01248,organic_search,unknown,1,1,0,0,148.97
M01249,direct_shop,unknown,1,1,0,0,150.92
M01250,paid_social,unknown,0,0,0,1,54.85
M01251,direct_shop,unknown,1,1,1,0,204.86
M01252,quiz,gut,0,0,0,1,49.82
M01253,quiz,gut,0,0,0,1,50.75
M01254,paid_social,unknown,1,1,0,0,148.14
M01255,direct_shop,unknown,0,0,0,1,48.47
M01256,quiz,gut,1,1,1,0,203.1
M01257,direct_shop,unknown,1,0,0,0,104.79
M01258,quiz,gut,0,0,0,1,47.9
M01259,direct_shop,unknown,1,0,0,0,100.71
M01260,quiz,sleep,1,1,1,0,199.23
M01261,paid_social,unknown,0,0,0,1,52.58
M01262,quiz,energy,1,1,1,0,198.79
M01263,direct_shop,unknown,1,1,0,0,144.19
M01264,quiz,gut,0,0,0,1,53.0
M01265,quiz,energy,1,1,0,0,149.06
M01266,direct_shop,unknown,0,0,0,1,49.39
M01267,direct_shop,unknown,1,1,0,0,151.28
M01268,direct_shop,unknown,1,1,0,0,151.03
M01269,quiz,gut,1,1,0,0,151.34
M01270,paid_social,unknown,0,0,0,1,45.1
M01271,organic_search,unknown,1,1,1,0,201.63
M01272,paid_social,unknown,1,0,0,0,94.25
M01273,quiz,gut,0,0,0,1,52.3
M01274,direct_shop,unknown,1,1,1,0,203.32
M01275,quiz,energy,0,0,0,1,45.88
M01276,quiz,gut,1,1,0,0,150.96
M01277,organic_search,unknown,0,0,0,1,53.16
M01278,quiz,gut,0,0,0,1,48.64
M01279,direct_shop,unknown,1,0,0,0,102.0
M01280,direct_shop,unknown,1,0,0,1,91.62
M01281,paid_social,unknown,0,0,0,1,53.28
M01282,direct_shop,unknown,1,1,1,0,200.05
M01283,quiz,sleep,0,0,0,1,49.22
M01284,quiz,sleep,1,1,1,0,202.91
M01285,direct_shop,unknown,0,0,0,1,55.18
M01286,quiz,energy,1,1,0,0,151.43
M01287,direct_shop,unknown,1,0,0,1,104.81
M01288,quiz,energy,1,1,1,0,195.3
M01289,quiz,energy,0,0,0,1,51.99
M01290,direct_shop,unknown,1,0,0,1,99.58
M01291,quiz,gut,1,1,0,0,147.61
M01292,direct_shop,unknown,1,1,1,0,194.17
M01293,paid_social,unknown,1,1,0,0,151.81
M01294,paid_social,unknown,1,0,0,1,102.61
M01295,quiz,gut,1,0,0,1,104.01
M01296,quiz,gut,0,0,0,1,53.52
M01297,quiz,gut,1,0,0,0,97.66
M01298,direct_shop,unknown,1,1,1,0,203.83
M01299,paid_social,unknown,1,1,1,0,204.15
M01300,quiz,energy,1,0,0,1,99.2
M01301,organic_search,unknown,1,0,0,1,100.07
M01302,quiz,gut,1,1,0,0,147.17
M01303,direct_shop,unknown,0,0,0,1,54.43
M01304,paid_social,unknown,1,0,0,0,95.44
M01305,organic_search,unknown,0,0,0,1,51.59
M01306,paid_social,unknown,0,0,0,1,48.2
M01307,paid_social,unknown,1,1,1,0,196.64
M01308,quiz,sleep,1,0,0,0,94.36
M01309,paid_social,unknown,0,0,0,1,49.34
M01310,quiz,sleep,0,0,0,1,46.2
M01311,organic_search,unknown,1,0,0,0,100.15
M01312,direct_shop,unknown,0,0,0,1,55.3
M01313,paid_social,unknown,0,0,0,1,50.59
M01314,direct_shop,unknown,0,0,0,1,55.98
M01315,direct_shop,unknown,1,0,0,1,97.03
M01316,direct_shop,unknown,0,0,0,1,46.15
M01317,paid_social,unknown,0,0,0,1,46.91
M01318,quiz,energy,1,0,0,0,99.78
M01319,quiz,energy,1,1,0,0,158.14
M01320,quiz,sleep,0,0,0,1,45.0
M01321,quiz,gut,0,0,0,1,51.85
M01322,organic_search,unknown,1,0,0,0,97.88
M01323,quiz,energy,1,1,1,0,199.29
M01324,organic_search,unknown,0,0,0,1,46.22
M01325,quiz,gut,1,0,0,1,102.62
M01326,quiz,energy,0,0,0,1,49.86
M01327,paid_social,unknown,1,1,0,0,153.23
M01328,paid_social,unknown,1,0,0,1,100.51
M01329,direct_shop,unknown,0,0,0,1,44.2
M01330,direct_shop,unknown,1,1,1,0,203.25
M01331,paid_social,unknown,1,0,0,1,93.94
M01332,quiz,gut,0,0,0,1,44.38
M01333,organic_search,unknown,0,0,0,1,47.24
M01334,organic_search,unknown,1,1,0,0,147.26
M01335,paid_social,unknown,0,0,0,1,54.18
M01336,quiz,sleep,0,0,0,1,49.48
M01337,paid_social,unknown,1,0,0,1,103.72
M01338,quiz,sleep,0,0,0,1,48.29
M01339,quiz,gut,0,0,0,1,50.94
M01340,quiz,gut,1,1,1,0,201.38
M01341,direct_shop,unknown,1,0,0,1,102.07
M01342,organic_search,unknown,1,1,0,0,148.58
M01343,paid_social,unknown,1,1,1,0,198.83
M01344,paid_social,unknown,0,0,0,1,49.1
M01345,direct_shop,unknown,0,0,0,1,45.03
M01346,quiz,sleep,1,1,1,0,199.71
M01347,direct_shop,unknown,1,1,0,0,148.82
M01348,organic_search,unknown,1,0,0,0,101.72
M01349,quiz,gut,0,0,0,1,50.26
M01350,organic_search,unknown,0,0,0,1,54.0
M01351,direct_shop,unknown,1,1,0,0,150.18
M01352,direct_shop,unknown,1,1,1,0,198.27
M01353,paid_social,unknown,0,0,0,1,50.16
M01354,direct_shop,unknown,1,0,0,0,102.15
M01355,organic_search,unknown,0,0,0,1,44.67
M01356,organic_search,unknown,1,0,0,0,97.83
M01357,direct_shop,unknown,1,0,0,0,97.9
M01358,quiz,sleep,1,1,1,0,201.19
M01359,direct_shop,unknown,0,0,0,1,51.57
M01360,organic_search,unknown,1,1,0,0,150.27
M01361,quiz,energy,1,1,1,0,192.52
M01362,direct_shop,unknown,0,0,0,1,45.03
M01363,direct_shop,unknown,0,0,0,1,49.27
M01364,paid_social,unknown,0,0,0,1,48.49
M01365,quiz,gut,1,0,0,1,100.0
M01366,paid_social,unknown,1,1,0,0,148.56
M01367,organic_search,unknown,1,1,1,0,204.55
M01368,quiz,gut,1,0,0,0,93.1
M01369,quiz,gut,0,0,0,1,50.9
M01370,organic_search,unknown,1,0,0,0,102.46
M01371,quiz,energy,1,1,0,0,152.07
M01372,organic_search,unknown,0,0,0,1,52.35
M01373,direct_shop,unknown,1,1,0,0,152.76
M01374,quiz,gut,1,1,1,0,198.15
M01375,organic_search,unknown,1,0,0,1,96.68
M01376,direct_shop,unknown,0,0,0,1,43.89
M01377,direct_shop,unknown,1,1,0,0,148.88
M01378,direct_shop,unknown,0,0,0,1,47.66
M01379,direct_shop,unknown,0,0,0,1,53.47
M01380,quiz,energy,1,0,0,0,99.12
M01381,direct_shop,unknown,1,1,1,0,196.87
M01382,organic_search,unknown,1,0,0,1,96.41
M01383,quiz,gut,0,0,0,1,55.96
M01384,paid_social,unknown,1,0,0,0,99.91
M01385,quiz,energy,1,1,1,0,197.62
M01386,paid_social,unknown,1,1,0,0,150.34
M01387,quiz,sleep,1,1,1,0,205.65
M01388,organic_search,unknown,0,0,0,1,48.82
M01389,direct_shop,unknown,0,0,0,1,52.05
M01390,quiz,sleep,1,1,1,0,203.52
M01391,quiz,gut,0,0,0,1,44.32
M01392,quiz,sleep,1,1,0,0,148.05
M01393,direct_shop,unknown,1,0,0,1,103.16
M01394,quiz,energy,1,1,0,0,147.87
M01395,paid_social,unknown,0,0,0,1,51.23
M01396,direct_shop,unknown,0,0,0,1,47.71
M01397,quiz,energy,1,0,0,1,98.64
M01398,direct_shop,unknown,1,1,0,0,148.27
M01399,paid_social,unknown,1,0,0,0,101.89
M01400,quiz,sleep,1,1,1,0,200.56
M01401,quiz,gut,1,1,1,0,200.26
M01402,quiz,gut,0,0,0,1,57.51
M01403,paid_social,unknown,0,0,0,1,55.21
M01404,paid_social,unknown,1,1,1,0,194.02
M01405,direct_shop,unknown,0,0,0,1,48.66
M01406,paid_social,unknown,0,0,0,1,57.27
M01407,paid_social,unknown,1,1,0,0,148.25
M01408,direct_shop,unknown,1,1,0,0,156.23
M01409,organic_search,unknown,1,1,0,0,148.69
M01410,quiz,sleep,0,0,0,1,49.29
M01411,quiz,gut,1,0,0,0,102.57
M01412,quiz,sleep,0,0,0,1,49.72
M01413,quiz,sleep,1,0,0,0,101.46
M01414,direct_shop,unknown,1,0,0,0,104.7
M01415,organic_search,unknown,0,0,0,1,52.27
M01416,quiz,gut,1,0,0,0,100.4
M01417,quiz,sleep,1,0,0,1,105.0
M01418,direct_shop,unknown,1,1,0,0,152.6
M01419,organic_search,unknown,1,1,0,0,147.77
M01420,quiz,gut,1,1,1,0,205.9
M01421,direct_shop,unknown,1,0,0,0,101.91
M01422,quiz,energy,0,0,0,1,49.35
M01423,quiz,energy,1,1,1,0,193.9
M01424,organic_search,unknown,1,1,0,0,145.84
M01425,organic_search,unknown,1,0,0,0,105.08
M01426,quiz,sleep,1,0,0,1,105.2
M01427,organic_search,unknown,0,0,0,1,50.25
M01428,direct_shop,unknown,1,1,0,0,144.66
M01429,organic_search,unknown,1,1,0,0,146.71
M01430,direct_shop,unknown,1,0,0,0,95.11
M01431,direct_shop,unknown,0,0,0,1,45.01
M01432,direct_shop,unknown,1,1,0,0,156.05
M01433,paid_social,unknown,1,1,1,0,206.14
M01434,quiz,gut,1,1,0,0,146.61
M01435,quiz,gut,0,0,0,1,49.96
M01436,quiz,energy,1,1,1,0,196.11
M01437,paid_social,unknown,0,0,0,1,49.94
M01438,quiz,energy,1,0,0,1,104.9
M01439,paid_social,unknown,1,1,0,0,153.21
M01440,organic_search,unknown,1,0,0,1,102.41
M01441,quiz,energy,0,0,0,1,49.41
M01442,paid_social,unknown,0,0,0,1,53.78
M01443,direct_shop,unknown,1,0,0,0,101.92
M01444,organic_search,unknown,1,1,1,0,201.17
M01445,quiz,gut,0,0,0,1,49.64
M01446,paid_social,unknown,0,0,0,1,50.95
M01447,paid_social,unknown,1,1,0,0,150.83
M01448,organic_search,unknown,0,0,0,1,48.37
M01449,paid_social,unknown,1,0,0,0,97.66
M01450,direct_shop,unknown,1,0,0,0,96.99
M01451,direct_shop,unknown,1,1,0,0,147.17
M01452,organic_search,unknown,0,0,0,1,49.43
M01453,direct_shop,unknown,1,1,1,0,198.9
M01454,quiz,gut,1,1,0,0,148.11
M01455,organic_search,unknown,1,1,1,0,197.88
M01456,paid_social,unknown,1,0,0,1,100.86
M01457,paid_social,unknown,1,1,1,0,204.09
M01458,quiz,gut,1,1,1,0,199.93
M01459,paid_social,unknown,1,1,1,0,199.73
M01460,direct_shop,unknown,0,0,0,1,47.19
M01461,paid_social,unknown,1,1,1,0,199.29
M01462,quiz,sleep,1,0,0,1,103.55
M01463,paid_social,unknown,0,0,0,1,53.1
M01464,organic_search,unknown,1,1,0,0,152.87
M01465,quiz,gut,1,1,1,0,202.77
M01466,organic_search,unknown,0,0,0,1,51.3
M01467,direct_shop,unknown,1,0,0,1,101.18
M01468,organic_search,unknown,0,0,0,1,50.72
M01469,paid_social,unknown,1,0,0,1,98.73
M01470,direct_shop,unknown,0,0,0,1,50.24
M01471,paid_social,unknown,1,1,1,0,200.61
M01472,organic_search,unknown,1,1,0,0,151.87
M01473,direct_shop,unknown,0,0,0,1,50.29
M01474,quiz,gut,1,0,0,0,106.3
M01475,paid_social,unknown,1,0,0,0,96.35
M01476,paid_social,unknown,0,0,0,1,52.25
M01477,paid_social,unknown,1,0,0,1,99.86
M01478,paid_social,unknown,1,1,0,0,149.98
M01479,direct_shop,unknown,0,0,0,1,47.55
M01480,paid_social,unknown,0,0,0,1,53.05
M01481,quiz,sleep,1,1,1,0,201.92
M01482,direct_shop,unknown,1,1,0,0,152.47
M01483,quiz,gut,1,1,1,0,200.47
M01484,quiz,sleep,1,1,0,0,149.0
M01485,direct_shop,unknown,1,0,0,0,99.78
M01486,direct_shop,unknown,1,1,0,0,151.27
M01487,paid_social,unknown,0,0,0,1,43.97
M01488,direct_shop,unknown,1,1,1,0,202.58
M01489,direct_shop,unknown,1,0,0,0,107.26
M01490,quiz,energy,1,1,1,0,201.4
M01491,direct_shop,unknown,1,1,0,0,149.13
M01492,quiz,sleep,0,0,0,1,49.51
M01493,quiz,gut,1,0,0,1,102.1
M01494,direct_shop,unknown,1,1,1,0,199.19
M01495,paid_social,unknown,1,1,1,0,202.57
M01496,direct_shop,unknown,0,0,0,1,49.47
M01497,direct_shop,unknown,1,1,1,0,205.1
M01498,direct_shop,unknown,1,1,0,0,155.03
M01499,organic_search,unknown,1,1,0,0,148.98
M01500,direct_shop,unknown,1,1,1,0,199.72
M01501,direct_shop,unknown,1,1,1,0,199.89
M01502,quiz,gut,0,0,0,1,49.96
M01503,quiz,energy,1,0,0,0,97.14
M01504,direct_shop,unknown,1,1,1,0,196.7
M01505,direct_shop,unknown,0,0,0,1,53.74
M01506,direct_shop,unknown,1,0,0,0,103.25
M01507,direct_shop,unknown,0,0,0,1,53.21
M01508,direct_shop,unknown,1,1,0,0,149.76
M01509,paid_social,unknown,1,1,0,0,155.65
M01510,paid_social,unknown,1,0,0,0,99.91
M01511,paid_social,unknown,1,0,0,1,102.57
M01512,organic_search,unknown,1,1,1,0,195.79
M01513,quiz,sleep,1,1,1,0,199.27
M01514,quiz,energy,1,0,0,0,99.51
M01515,quiz,gut,1,1,1,0,199.76
M01516,direct_shop,unknown,1,0,0,0,96.0
M01517,organic_search,unknown,1,1,1,0,202.07
M01518,quiz,energy,1,1,0,0,153.06
M01519,organic_search,unknown,0,0,0,1,47.76
M01520,quiz,energy,1,1,0,0,146.53
M01521,organic_search,unknown,1,1,1,0,197.65
M01522,direct_shop,unknown,0,0,0,1,51.48
M01523,quiz,energy,1,0,0,0,98.19
M01524,direct_shop,unknown,0,0,0,1,49.59
M01525,quiz,energy,0,0,0,1,46.77
M01526,quiz,sleep,1,1,0,0,155.91
M01527,quiz,energy,0,0,0,1,50.21
M01528,paid_social,unknown,1,1,0,0,153.42
M01529,direct_shop,unknown,0,0,0,1,51.47
M01530,quiz,gut,1,1,1,0,199.83
M01531,direct_shop,unknown,1,1,1,0,199.68
M01532,paid_social,unknown,1,0,0,0,97.8
M01533,quiz,gut,0,0,0,1,48.64
M01534,direct_shop,unknown,1,1,0,0,146.95
M01535,quiz,gut,1,0,0,0,96.63
M01536,quiz,gut,1,0,0,1,106.24
M01537,paid_social,unknown,1,0,0,1,100.82
M01538,quiz,gut,0,0,0,1,54.39
M01539,direct_shop,unknown,1,1,0,0,147.59
M01540,paid_social,unknown,0,0,0,1,46.24
M01541,quiz,gut,1,1,0,0,147.04
M01542,direct_shop,unknown,1,0,0,0,98.71
M01543,quiz,gut,0,0,0,1,50.1
M01544,organic_search,unknown,0,0,0,1,49.54
M01545,direct_shop,unknown,1,1,0,0,147.65
M01546,paid_social,unknown,1,0,0,0,100.24
M01547,direct_shop,unknown,1,1,0,0,150.5
M01548,quiz,gut,1,0,0,0,102.09
M01549,direct_shop,unknown,1,1,0,0,154.38
M01550,organic_search,unknown,1,0,0,0,98.89
M01551,direct_shop,unknown,1,0,0,1,103.63
M01552,paid_social,unknown,1,1,1,0,200.16
M01553,organic_search,unknown,1,0,0,1,95.4
M01554,quiz,sleep,1,0,0,1,105.33
M01555,quiz,sleep,1,0,0,0,106.8
M01556,direct_shop,unknown,1,0,0,1,101.84
M01557,direct_shop,unknown,1,1,1,0,200.23
M01558,paid_social,unknown,1,1,1,0,199.15
M01559,organic_search,unknown,0,0,0,1,48.6
M01560,direct_shop,unknown,1,1,1,0,203.59
M01561,quiz,gut,1,0,0,0,99.93
M01562,paid_social,unknown,1,1,0,0,154.99
M01563,quiz,sleep,1,1,1,0,200.06
M01564,paid_social,unknown,1,1,0,0,148.73
M01565,direct_shop,unknown,0,0,0,1,48.19
M01566,paid_social,unknown,0,0,0,1,47.76
M01567,quiz,energy,1,1,1,0,201.5
M01568,direct_shop,unknown,0,0,0,1,46.11
M01569,direct_shop,unknown,1,0,0,1,97.52
M01570,direct_shop,unknown,1,1,0,0,153.94
M01571,quiz,gut,0,0,0,1,47.13
M01572,paid_social,unknown,0,0,0,1,52.58
M01573,organic_search,unknown,1,1,0,0,143.78
M01574,quiz,gut,0,0,0,1,54.34
M01575,quiz,energy,1,1,1,0,196.15
M01576,quiz,energy,1,1,0,0,147.34
M01577,direct_shop,unknown,1,1,1,0,202.0
M01578,direct_shop,unknown,0,0,0,1,50.8
M01579,direct_shop,unknown,0,0,0,1,52.67
M01580,quiz,energy,1,0,0,0,96.15
M01581,direct_shop,unknown,1,1,0,0,149.11
M01582,direct_shop,unknown,0,0,0,1,48.14
M01583,direct_shop,unknown,0,0,0,1,46.66
M01584,organic_search,unknown,0,0,0,1,51.78
M01585,quiz,gut,1,1,1,0,202.79
M01586,paid_social,unknown,1,1,0,0,148.96
M01587,direct_shop,unknown,1,0,0,1,104.55
M01588,direct_shop,unknown,1,1,1,0,197.6
M01589,paid_social,unknown,0,0,0,1,54.49
M01590,paid_social,unknown,0,0,0,1,51.68
M01591,organic_search,unknown,0,0,0,1,46.32
M01592,quiz,gut,1,1,1,0,205.9
M01593,quiz,gut,1,0,0,0,98.65
M01594,paid_social,unknown,0,0,0,1,53.61
M01595,direct_shop,unknown,1,0,0,1,100.42
M01596,quiz,gut,0,0,0,1,51.11
M01597,quiz,gut,1,1,1,0,202.66
M01598,quiz,gut,0,0,0,1,52.53
M01599,organic_search,unknown,1,1,0,0,148.94
M01600,quiz,sleep,1,1,1,0,201.55
M01601,quiz,sleep,1,0,0,0,101.35
M01602,quiz,gut,1,0,0,0,100.62
M01603,direct_shop,unknown,1,1,1,0,199.35
M01604,quiz,sleep,1,0,0,0,100.61
M01605,direct_shop,unknown,1,1,0,0,155.87
M01606,quiz,gut,0,0,0,1,49.1
M01607,paid_social,unknown,0,0,0,1,53.61
M01608,quiz,gut,1,0,0,0,98.12
M01609,direct_shop,unknown,1,1,1,0,197.32
M01610,organic_search,unknown,1,1,1,0,209.79
M01611,paid_social,unknown,0,0,0,1,51.61
M01612,direct_shop,unknown,1,1,1,0,201.66
M01613,quiz,gut,0,0,0,1,51.78
M01614,quiz,energy,1,1,1,0,204.18
M01615,paid_social,unknown,0,0,0,1,51.21
M01616,organic_search,unknown,0,0,0,1,52.44
M01617,paid_social,unknown,1,1,0,0,146.79
M01618,direct_shop,unknown,1,0,0,0,102.93
M01619,paid_social,unknown,1,1,1,0,199.25
M01620,direct_shop,unknown,0,0,0,1,52.01
M01621,quiz,sleep,0,0,0,1,44.84
M01622,direct_shop,unknown,1,0,0,1,101.87
M01623,organic_search,unknown,1,1,0,0,143.24
M01624,quiz,energy,0,0,0,1,49.16
M01625,paid_social,unknown,0,0,0,1,44.87
M01626,quiz,gut,0,0,0,1,51.89
M01627,direct_shop,unknown,1,0,0,0,100.19
M01628,quiz,energy,0,0,0,1,47.68
M01629,direct_shop,unknown,1,1,1,0,204.26
M01630,paid_social,unknown,1,1,1,0,197.27
M01631,quiz,gut,1,1,1,0,190.87
M01632,paid_social,unknown,1,0,0,1,101.52
M01633,paid_social,unknown,1,0,0,0,94.68
M01634,organic_search,unknown,1,1,1,0,197.36
M01635,quiz,sleep,0,0,0,1,48.44
M01636,direct_shop,unknown,1,1,1,0,195.69
M01637,quiz,energy,1,0,0,1,98.5
M01638,organic_search,unknown,1,1,1,0,195.74
M01639,organic_search,unknown,1,0,0,0,100.47
M01640,direct_shop,unknown,0,0,0,1,46.3
M01641,paid_social,unknown,0,0,0,1,50.08
M01642,direct_shop,unknown,0,0,0,1,53.48
M01643,direct_shop,unknown,1,0,0,0,102.33
M01644,quiz,gut,0,0,0,1,49.74
M01645,paid_social,unknown,1,1,0,0,147.0
M01646,quiz,energy,0,0,0,1,50.47
M01647,paid_social,unknown,0,0,0,1,47.9
M01648,paid_social,unknown,1,1,1,0,200.56
M01649,paid_social,unknown,0,0,0,1,44.84
M01650,quiz,energy,1,1,0,0,152.39
M01651,quiz,gut,1,0,0,1,100.08
M01652,quiz,energy,0,0,0,1,56.62
M01653,direct_shop,unknown,1,0,0,0,103.9
M01654,quiz,gut,1,1,1,0,201.66
M01655,organic_search,unknown,0,0,0,1,49.62
M01656,direct_shop,unknown,0,0,0,1,47.8
M01657,quiz,energy,1,1,1,0,202.79
M01658,direct_shop,unknown,0,0,0,1,49.3
M01659,direct_shop,unknown,0,0,0,1,53.5
M01660,direct_shop,unknown,1,1,1,0,201.16
M01661,direct_shop,unknown,1,1,1,0,201.18
M01662,organic_search,unknown,1,1,1,0,201.74
M01663,direct_shop,unknown,1,1,0,0,147.21
M01664,organic_search,unknown,0,0,0,1,46.92
M01665,organic_search,unknown,1,1,0,0,146.8
M01666,quiz,sleep,0,0,0,1,53.13
M01667,organic_search,unknown,1,1,1,0,197.12
M01668,quiz,sleep,1,1,1,0,197.5
M01669,paid_social,unknown,0,0,0,1,51.6
M01670,direct_shop,unknown,1,1,1,0,199.2
M01671,organic_search,unknown,1,1,1,0,198.82
M01672,organic_search,unknown,0,0,0,1,48.59
M01673,paid_social,unknown,1,0,0,0,93.0
M01674,paid_social,unknown,1,1,0,0,147.07
M01675,quiz,energy,0,0,0,1,53.53
M01676,quiz,energy,0,0,0,1,48.37
M01677,direct_shop,unknown,0,0,0,1,44.29
M01678,quiz,gut,1,0,0,0,96.96
M01679,paid_social,unknown,1,1,1,0,201.04
M01680,quiz,energy,0,0,0,1,51.01
M01681,organic_search,unknown,1,1,1,0,199.08
M01682,direct_shop,unknown,0,0,0,1,47.92
M01683,paid_social,unknown,0,0,0,1,45.78
M01684,quiz,gut,1,1,1,0,201.06
M01685,organic_search,unknown,0,0,0,1,52.5
M01686,organic_search,unknown,1,1,0,0,153.84
M01687,direct_shop,unknown,1,0,0,0,96.65
M01688,direct_shop,unknown,1,1,1,0,204.06
M01689,paid_social,unknown,0,0,0,1,49.82
M01690,quiz,gut,1,0,0,0,100.06
M01691,direct_shop,unknown,1,1,1,0,202.64
M01692,direct_shop,unknown,0,0,0,1,48.37
M01693,quiz,gut,1,1,1,0,193.47
